order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,unit_price,discount,order_status
CH0024,2026-02-10,CH-C011,Khach hang CH-C011,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0025,2026-02-10,CH-C012,Khach hang CH-C012,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0026,2026-02-10,CH-C013,Khach hang CH-C013,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0027,2026-02-10,CH-C014,Khach hang CH-C014,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0028,2026-02-10,CH-C015,Khach hang CH-C015,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0029,2026-02-10,CH-C016,Khach hang CH-C016,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0030,2026-02-10,CH-C017,Khach hang CH-C017,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0031,2026-02-10,CH-C018,Khach hang CH-C018,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0032,2026-03-10,CH-C011,Khach hang CH-C011,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0033,2026-03-10,CH-C012,Khach hang CH-C012,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0034,2026-03-10,CH-C013,Khach hang CH-C013,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0035,2026-03-10,CH-C014,Khach hang CH-C014,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0036,2026-04-10,CH-C011,Khach hang CH-C011,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0037,2026-04-10,CH-C012,Khach hang CH-C012,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0038,2026-05-10,CH-C011,Khach hang CH-C011,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0039,2026-03-15,CH-C019,Khach hang CH-C019,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0040,2026-03-15,CH-C020,Khach hang CH-C020,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0041,2026-03-15,CH-C021,Khach hang CH-C021,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0042,2026-03-15,CH-C022,Khach hang CH-C022,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0043,2026-03-15,CH-C023,Khach hang CH-C023,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0044,2026-03-15,CH-C024,Khach hang CH-C024,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0045,2026-04-15,CH-C019,Khach hang CH-C019,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0046,2026-04-15,CH-C020,Khach hang CH-C020,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0047,2026-04-15,CH-C021,Khach hang CH-C021,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0048,2026-05-15,CH-C019,Khach hang CH-C019,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0049,2026-05-15,CH-C020,Khach hang CH-C020,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0050,2026-06-15,CH-C019,Khach hang CH-C019,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0051,2026-04-20,CH-C025,Khach hang CH-C025,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0052,2026-04-20,CH-C026,Khach hang CH-C026,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0053,2026-04-20,CH-C027,Khach hang CH-C027,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0054,2026-04-20,CH-C028,Khach hang CH-C028,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0055,2026-05-20,CH-C025,Khach hang CH-C025,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0056,2026-05-20,CH-C026,Khach hang CH-C026,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
CH0057,2026-06-20,CH-C025,Khach hang CH-C025,CH-P001,San pham cohort,Danh muc synthetic,1,100000,0,completed
