order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,unit_price,discount,order_status
WF0024,2026-01-24,WF-C004,Khach hang WF-C004,WF-P001,San pham forecast,Danh muc synthetic,1,250000,0,completed
WF0025,2026-01-25,WF-C005,Khach hang WF-C005,WF-P001,San pham forecast,Danh muc synthetic,1,220000,0,completed
WF0026,2026-01-26,WF-C006,Khach hang WF-C006,WF-P001,San pham forecast,Danh muc synthetic,1,100000,0,completed
WF0027,2026-01-27,WF-C007,Khach hang WF-C007,WF-P001,San pham forecast,Danh muc synthetic,1,115000,0,completed
WF0028,2026-01-28,WF-C008,Khach hang WF-C008,WF-P001,San pham forecast,Danh muc synthetic,1,120000,0,completed
WF0029,2026-01-29,WF-C009,Khach hang WF-C009,WF-P001,San pham forecast,Danh muc synthetic,1,135000,0,completed
WF0030,2026-01-30,WF-C010,Khach hang WF-C010,WF-P001,San pham forecast,Danh muc synthetic,1,170000,0,completed
WF0031,2026-01-31,WF-C011,Khach hang WF-C011,WF-P001,San pham forecast,Danh muc synthetic,1,250000,0,completed
WF0032,2026-02-01,WF-C012,Khach hang WF-C012,WF-P001,San pham forecast,Danh muc synthetic,1,220000,0,completed
WF0033,2026-02-02,WF-C013,Khach hang WF-C013,WF-P001,San pham forecast,Danh muc synthetic,1,100000,0,completed
WF0034,2026-02-03,WF-C014,Khach hang WF-C014,WF-P001,San pham forecast,Danh muc synthetic,1,115000,0,completed
WF0035,2026-02-04,WF-C015,Khach hang WF-C015,WF-P001,San pham forecast,Danh muc synthetic,1,120000,0,completed
WF0036,2026-02-05,WF-C016,Khach hang WF-C016,WF-P001,San pham forecast,Danh muc synthetic,1,135000,0,completed
WF0037,2026-02-06,WF-C017,Khach hang WF-C017,WF-P001,San pham forecast,Danh muc synthetic,1,170000,0,completed
WF0038,2026-02-07,WF-C018,Khach hang WF-C018,WF-P001,San pham forecast,Danh muc synthetic,1,250000,0,completed
WF0039,2026-02-08,WF-C019,Khach hang WF-C019,WF-P001,San pham forecast,Danh muc synthetic,1,220000,0,completed
WF0040,2026-02-09,WF-C020,Khach hang WF-C020,WF-P001,San pham forecast,Danh muc synthetic,1,100000,0,completed
WF0041,2026-02-10,WF-C001,Khach hang WF-C001,WF-P001,San pham forecast,Danh muc synthetic,1,115000,0,completed
WF0042,2026-02-11,WF-C002,Khach hang WF-C002,WF-P001,San pham forecast,Danh muc synthetic,1,120000,0,completed
WF0043,2026-02-12,WF-C003,Khach hang WF-C003,WF-P001,San pham forecast,Danh muc synthetic,1,135000,0,completed
WF0044,2026-02-13,WF-C004,Khach hang WF-C004,WF-P001,San pham forecast,Danh muc synthetic,1,170000,0,completed
WF0045,2026-02-14,WF-C005,Khach hang WF-C005,WF-P001,San pham forecast,Danh muc synthetic,1,250000,0,completed
WF0046,2026-02-15,WF-C006,Khach hang WF-C006,WF-P001,San pham forecast,Danh muc synthetic,1,220000,0,completed
WF0047,2026-02-16,WF-C007,Khach hang WF-C007,WF-P001,San pham forecast,Danh muc synthetic,1,100000,0,completed
WF0048,2026-02-17,WF-C008,Khach hang WF-C008,WF-P001,San pham forecast,Danh muc synthetic,1,115000,0,completed
WF0049,2026-02-18,WF-C009,Khach hang WF-C009,WF-P001,San pham forecast,Danh muc synthetic,1,120000,0,completed
WF0050,2026-02-19,WF-C010,Khach hang WF-C010,WF-P001,San pham forecast,Danh muc synthetic,1,135000,0,completed
WF0051,2026-02-20,WF-C011,Khach hang WF-C011,WF-P001,San pham forecast,Danh muc synthetic,1,170000,0,completed
WF0052,2026-02-21,WF-C012,Khach hang WF-C012,WF-P001,San pham forecast,Danh muc synthetic,1,250000,0,completed
WF0053,2026-02-22,WF-C013,Khach hang WF-C013,WF-P001,San pham forecast,Danh muc synthetic,1,220000,0,completed
WF0054,2026-02-23,WF-C014,Khach hang WF-C014,WF-P001,San pham forecast,Danh muc synthetic,1,100000,0,completed
WF0055,2026-02-24,WF-C015,Khach hang WF-C015,WF-P001,San pham forecast,Danh muc synthetic,1,115000,0,completed
WF0056,2026-02-25,WF-C016,Khach hang WF-C016,WF-P001,San pham forecast,Danh muc synthetic,1,120000,0,completed
WF0057,2026-02-26,WF-C017,Khach hang WF-C017,WF-P001,San pham forecast,Danh muc synthetic,1,135000,0,completed
WF0058,2026-02-27,WF-C018,Khach hang WF-C018,WF-P001,San pham forecast,Danh muc synthetic,1,170000,0,completed
WF0059,2026-02-28,WF-C019,Khach hang WF-C019,WF-P001,San pham forecast,Danh muc synthetic,1,250000,0,completed
WF0060,2026-03-01,WF-C020,Khach hang WF-C020,WF-P001,San pham forecast,Danh muc synthetic,1,220000,0,completed
WF0061,2026-03-02,WF-C001,Khach hang WF-C001,WF-P001,San pham forecast,Danh muc synthetic,1,100000,0,completed
WF0062,2026-03-03,WF-C002,Khach hang WF-C002,WF-P001,San pham forecast,Danh muc synthetic,1,115000,0,completed
WF0063,2026-03-04,WF-C003,Khach hang WF-C003,WF-P001,San pham forecast,Danh muc synthetic,1,120000,0,completed
WF0064,2026-03-05,WF-C004,Khach hang WF-C004,WF-P001,San pham forecast,Danh muc synthetic,1,135000,0,completed
WF0065,2026-03-06,WF-C005,Khach hang WF-C005,WF-P001,San pham forecast,Danh muc synthetic,1,170000,0,completed
WF0066,2026-03-07,WF-C006,Khach hang WF-C006,WF-P001,San pham forecast,Danh muc synthetic,1,250000,0,completed
WF0067,2026-03-08,WF-C007,Khach hang WF-C007,WF-P001,San pham forecast,Danh muc synthetic,1,220000,0,completed
WF0068,2026-03-09,WF-C008,Khach hang WF-C008,WF-P001,San pham forecast,Danh muc synthetic,1,100000,0,completed
WF0069,2026-03-10,WF-C009,Khach hang WF-C009,WF-P001,San pham forecast,Danh muc synthetic,1,115000,0,completed
WF0070,2026-03-11,WF-C010,Khach hang WF-C010,WF-P001,San pham forecast,Danh muc synthetic,1,120000,0,completed
WF0071,2026-03-12,WF-C011,Khach hang WF-C011,WF-P001,San pham forecast,Danh muc synthetic,1,135000,0,completed
WF0072,2026-03-13,WF-C012,Khach hang WF-C012,WF-P001,San pham forecast,Danh muc synthetic,1,170000,0,completed
WF0073,2026-03-14,WF-C013,Khach hang WF-C013,WF-P001,San pham forecast,Danh muc synthetic,1,250000,0,completed
WF0074,2026-03-15,WF-C014,Khach hang WF-C014,WF-P001,San pham forecast,Danh muc synthetic,1,220000,0,completed
WF0075,2026-03-16,WF-C015,Khach hang WF-C015,WF-P001,San pham forecast,Danh muc synthetic,1,100000,0,completed
WF0076,2026-03-17,WF-C016,Khach hang WF-C016,WF-P001,San pham forecast,Danh muc synthetic,1,115000,0,completed
WF0077,2026-03-18,WF-C017,Khach hang WF-C017,WF-P001,San pham forecast,Danh muc synthetic,1,120000,0,completed
WF0078,2026-03-19,WF-C018,Khach hang WF-C018,WF-P001,San pham forecast,Danh muc synthetic,1,135000,0,completed
WF0079,2026-03-20,WF-C019,Khach hang WF-C019,WF-P001,San pham forecast,Danh muc synthetic,1,170000,0,completed
WF0080,2026-03-21,WF-C020,Khach hang WF-C020,WF-P001,San pham forecast,Danh muc synthetic,1,250000,0,completed
WF0081,2026-03-22,WF-C001,Khach hang WF-C001,WF-P001,San pham forecast,Danh muc synthetic,1,220000,0,completed
WF0082,2026-03-23,WF-C002,Khach hang WF-C002,WF-P001,San pham forecast,Danh muc synthetic,1,100000,0,completed
WF0083,2026-03-24,WF-C003,Khach hang WF-C003,WF-P001,San pham forecast,Danh muc synthetic,1,115000,0,completed
WF0084,2026-03-25,WF-C004,Khach hang WF-C004,WF-P001,San pham forecast,Danh muc synthetic,1,120000,0,completed
